Date,State,TotalSamples,Positive
07-08-2020,Andhra Pradesh,2362270,206960
08-08-2020,Andhra Pradesh,2424393,217040
09-08-2020,Andhra Pradesh,2487305,227860
10-08-2020,Andhra Pradesh,2534304,235525
11-08-2020,Andhra Pradesh,2592619,
12-08-2020,Andhra Pradesh,2649767,
13-08-2020,Andhra Pradesh,2705459,
14-08-2020,Andhra Pradesh,2758485,
15-08-2020,Andhra Pradesh,2812197,
16-08-2020,Andhra Pradesh,2860943,
17-08-2020,Andhra Pradesh,2905521,
18-08-2020,Andhra Pradesh,2961611,
19-08-2020,Andhra Pradesh,3019296,
20-08-2020,Andhra Pradesh,3074847,
21-08-2020,Andhra Pradesh,3129857,
22-08-2020,Andhra Pradesh,3191326,
23-08-2020,Andhra Pradesh,3238038,
24-08-2020,Andhra Pradesh,3292501,
25-08-2020,Andhra Pradesh,3356852,
26-08-2020,Andhra Pradesh,3418690,
27-08-2020,Andhra Pradesh,3479990,
28-08-2020,Andhra Pradesh,3541321,
29-08-2020,Andhra Pradesh,3603345,
30-08-2020,Andhra Pradesh,3666422,
31-08-2020,Andhra Pradesh,3722912,
01-09-2020,Andhra Pradesh,3782746,
02-09-2020,Andhra Pradesh,3843550,
03-09-2020,Andhra Pradesh,3905775,
04-09-2020,Andhra Pradesh,3965694,
05-09-2020,Andhra Pradesh,4035317,
06-09-2020,Andhra Pradesh,4107890,
07-09-2020,Andhra Pradesh,4166077,
08-09-2020,Andhra Pradesh,4237070,
09-09-2020,Andhra Pradesh,4308762,
10-09-2020,Andhra Pradesh,4380991,
11-09-2020,Andhra Pradesh,4452128,
12-09-2020,Andhra Pradesh,4527593,
13-09-2020,Andhra Pradesh,4599826,
14-09-2020,Andhra Pradesh,4661355,
15-09-2020,Andhra Pradesh,4731866,
16-09-2020,Andhra Pradesh,4806879,
17-09-2020,Andhra Pradesh,4884371,
18-09-2020,Andhra Pradesh,4959081,
19-09-2020,Andhra Pradesh,5033676,
20-09-2020,Andhra Pradesh,5104131,
21-09-2020,Andhra Pradesh,5160700,
22-09-2020,Andhra Pradesh,5229529,
23-09-2020,Andhra Pradesh,5302367,
24-09-2020,Andhra Pradesh,5378367,
25-09-2020,Andhra Pradesh,5447796,
26-09-2020,Andhra Pradesh,5523786,
27-09-2020,Andhra Pradesh,5600202,
28-09-2020,Andhra Pradesh,5666323,
29-09-2020,Andhra Pradesh,5734752,
30-09-2020,Andhra Pradesh,5806558,
01-10-2020,Andhra Pradesh,5878135,
02-10-2020,Andhra Pradesh,5948534,
03-10-2020,Andhra Pradesh,6021395,
04-10-2020,Andhra Pradesh,6094206,
05-10-2020,Andhra Pradesh,6150351,
06-10-2020,Andhra Pradesh,6216240,
07-10-2020,Andhra Pradesh,6283009,
08-10-2020,Andhra Pradesh,6349953,
09-10-2020,Andhra Pradesh,6420474,
10-10-2020,Andhra Pradesh,6494099,
11-10-2020,Andhra Pradesh,6569616,
12-10-2020,Andhra Pradesh,6630728,
13-10-2020,Andhra Pradesh,6702810,
14-10-2020,Andhra Pradesh,6772273,
15-10-2020,Andhra Pradesh,6846040,
16-10-2020,Andhra Pradesh,6920377,
17-10-2020,Andhra Pradesh,6991258,
18-10-2020,Andhra Pradesh,7066203,
19-10-2020,Andhra Pradesh,7127533,
20-10-2020,Andhra Pradesh,7196628,
21-10-2020,Andhra Pradesh,7271050,
22-10-2020,Andhra Pradesh,7347776,
23-10-2020,Andhra Pradesh,7428014,
24-10-2020,Andhra Pradesh,7502933,
25-10-2020,Andhra Pradesh,7570352,
26-10-2020,Andhra Pradesh,7621896,
27-10-2020,Andhra Pradesh,7696653,
28-10-2020,Andhra Pradesh,7773681,
29-10-2020,Andhra Pradesh,7862459,
30-10-2020,Andhra Pradesh,7946860,
31-10-2020,Andhra Pradesh,8028905,
01-11-2020,Andhra Pradesh,8117685,
02-11-2020,Andhra Pradesh,8182266,
03-11-2020,Andhra Pradesh,8266800,
04-11-2020,Andhra Pradesh,8342265,
05-11-2020,Andhra Pradesh,8427629,
06-11-2020,Andhra Pradesh,8507230,
07-11-2020,Andhra Pradesh,8587312,
08-11-2020,Andhra Pradesh,8663975,
09-11-2020,Andhra Pradesh,8725025,
10-11-2020,Andhra Pradesh,8792935,
11-11-2020,Andhra Pradesh,8863340,
12-11-2020,Andhra Pradesh,8940488,
13-11-2020,Andhra Pradesh,9021225,
14-11-2020,Andhra Pradesh,9101048,
15-11-2020,Andhra Pradesh,9154263,
16-11-2020,Andhra Pradesh,9197307,
17-11-2020,Andhra Pradesh,9264085,
18-11-2020,Andhra Pradesh,9333703,
19-11-2020,Andhra Pradesh,9408868,
20-11-2020,Andhra Pradesh,9474870,
21-11-2020,Andhra Pradesh,9543177,
22-11-2020,Andhra Pradesh,9615090,
23-11-2020,Andhra Pradesh,9662220,
24-11-2020,Andhra Pradesh,9727321,
25-11-2020,Andhra Pradesh,9788047,
26-11-2020,Andhra Pradesh,9855316,
27-11-2020,Andhra Pradesh,9913068,
28-11-2020,Andhra Pradesh,9962416,
29-11-2020,Andhra Pradesh,10017126,
30-11-2020,Andhra Pradesh,10057854,
01-12-2020,Andhra Pradesh,10109708,
02-12-2020,Andhra Pradesh,10166696,
03-12-2020,Andhra Pradesh,10229745,
04-12-2020,Andhra Pradesh,10293151,
05-12-2020,Andhra Pradesh,10350283,
06-12-2020,Andhra Pradesh,10410612,
07-12-2020,Andhra Pradesh,10453618,
08-12-2020,Andhra Pradesh,10509805,
09-12-2020,Andhra Pradesh,10570843,
10-12-2020,Andhra Pradesh,10635197,
11-12-2020,Andhra Pradesh,10699622,
12-12-2020,Andhra Pradesh,10767117,
13-12-2020,Andhra Pradesh,10830990,
14-12-2020,Andhra Pradesh,10875925,
15-12-2020,Andhra Pradesh,10937377,
16-12-2020,Andhra Pradesh,11001476,
17-12-2020,Andhra Pradesh,11065297,
18-12-2020,Andhra Pradesh,11134359,
19-12-2020,Andhra Pradesh,11196574,
20-12-2020,Andhra Pradesh,11260810,
21-12-2020,Andhra Pradesh,11301105,
22-12-2020,Andhra Pradesh,11357530,
23-12-2020,Andhra Pradesh,11415249,
24-12-2020,Andhra Pradesh,11474797,
25-12-2020,Andhra Pradesh,11531206,
26-12-2020,Andhra Pradesh,11574117,
27-12-2020,Andhra Pradesh,11620503,
28-12-2020,Andhra Pradesh,11657884,
29-12-2020,Andhra Pradesh,11708678,
30-12-2020,Andhra Pradesh,11764418,
31-12-2020,Andhra Pradesh,11825566,
01-01-2021,Andhra Pradesh,11884085,
02-01-2021,Andhra Pradesh,11932603,
03-01-2021,Andhra Pradesh,11972780,
04-01-2021,Andhra Pradesh,12002494,
05-01-2021,Andhra Pradesh,12053914,
06-01-2021,Andhra Pradesh,12105121,
07-01-2021,Andhra Pradesh,12164531,
08-01-2021,Andhra Pradesh,12224202,
09-01-2021,Andhra Pradesh,12274647,
10-01-2021,Andhra Pradesh,12324674,
11-01-2021,Andhra Pradesh,12355607,
12-01-2021,Andhra Pradesh,12396593,
13-01-2021,Andhra Pradesh,12441272,
14-01-2021,Andhra Pradesh,12482943,
15-01-2021,Andhra Pradesh,12514639,
16-01-2021,Andhra Pradesh,12540181,
17-01-2021,Andhra Pradesh,12576272,
18-01-2021,Andhra Pradesh,12604214,
19-01-2021,Andhra Pradesh,12643313,
20-01-2021,Andhra Pradesh,12690165,
21-01-2021,Andhra Pradesh,12739648,
22-01-2021,Andhra Pradesh,12787961,
23-01-2021,Andhra Pradesh,12831731,
24-01-2021,Andhra Pradesh,12876113,
25-01-2021,Andhra Pradesh,12903830,
26-01-2021,Andhra Pradesh,12942153,
27-01-2021,Andhra Pradesh,12975961,
28-01-2021,Andhra Pradesh,13012150,
29-01-2021,Andhra Pradesh,13054959,
30-01-2021,Andhra Pradesh,13095962,
31-01-2021,Andhra Pradesh,13137872,
01-02-2021,Andhra Pradesh,13159794,
02-02-2021,Andhra Pradesh,13189103,
03-02-2021,Andhra Pradesh,13214548,
04-02-2021,Andhra Pradesh,13242802,
05-02-2021,Andhra Pradesh,13276678,
06-02-2021,Andhra Pradesh,13311542,
07-02-2021,Andhra Pradesh,13345522,
08-02-2021,Andhra Pradesh,13367616,
09-02-2021,Andhra Pradesh,13394460,
10-02-2021,Andhra Pradesh,13422878,
11-02-2021,Andhra Pradesh,13453405,
12-02-2021,Andhra Pradesh,13484025,
13-02-2021,Andhra Pradesh,13517440,
14-02-2021,Andhra Pradesh,13546228,
15-02-2021,Andhra Pradesh,13565062,
16-02-2021,Andhra Pradesh,13589373,
17-02-2021,Andhra Pradesh,13615847,
18-02-2021,Andhra Pradesh,13644086,
19-02-2021,Andhra Pradesh,13670612,
20-02-2021,Andhra Pradesh,13697048,
21-02-2021,Andhra Pradesh,13728728,
22-02-2021,Andhra Pradesh,13746985,
23-02-2021,Andhra Pradesh,13775253,
24-02-2021,Andhra Pradesh,13807747,
25-02-2021,Andhra Pradesh,13843190,
26-02-2021,Andhra Pradesh,13877968,
27-02-2021,Andhra Pradesh,13915009,
28-02-2021,Andhra Pradesh,13954131,
01-03-2021,Andhra Pradesh,13974400,
02-03-2021,Andhra Pradesh,14010204,
03-03-2021,Andhra Pradesh,14047174,
04-03-2021,Andhra Pradesh,14092251,
05-03-2021,Andhra Pradesh,14143911,
06-03-2021,Andhra Pradesh,14190477,
07-03-2021,Andhra Pradesh,14236179,
08-03-2021,Andhra Pradesh,14262086,
09-03-2021,Andhra Pradesh,14307165,
10-03-2021,Andhra Pradesh,14356138,
11-03-2021,Andhra Pradesh,14403941,
12-03-2021,Andhra Pradesh,14448650,
13-03-2021,Andhra Pradesh,14489098,
14-03-2021,Andhra Pradesh,14534762,
15-03-2021,Andhra Pradesh,14557366,
16-03-2021,Andhra Pradesh,14580783,
17-03-2021,Andhra Pradesh,14611499,
18-03-2021,Andhra Pradesh,14642664,
19-03-2021,Andhra Pradesh,14674210,
20-03-2021,Andhra Pradesh,14705188,
21-03-2021,Andhra Pradesh,14736326,
22-03-2021,Andhra Pradesh,14771701,
23-03-2021,Andhra Pradesh,14805335,
24-03-2021,Andhra Pradesh,14840401,
25-03-2021,Andhra Pradesh,14875597,
26-03-2021,Andhra Pradesh,14916201,
27-03-2021,Andhra Pradesh,14958897,
28-03-2021,Andhra Pradesh,14990039,
29-03-2021,Andhra Pradesh,15021364,
30-03-2021,Andhra Pradesh,15052215,
31-03-2021,Andhra Pradesh,15083179,
01-04-2021,Andhra Pradesh,15114988,
02-04-2021,Andhra Pradesh,15146104,
03-04-2021,Andhra Pradesh,15177364,
04-04-2021,Andhra Pradesh,15208436,
05-04-2021,Andhra Pradesh,15239114,
06-04-2021,Andhra Pradesh,15270771,
07-04-2021,Andhra Pradesh,15302583,
08-04-2021,Andhra Pradesh,15333851,
09-04-2021,Andhra Pradesh,15365743,
10-04-2021,Andhra Pradesh,15397672,
11-04-2021,Andhra Pradesh,15429391,
12-04-2021,Andhra Pradesh,15463146,
13-04-2021,Andhra Pradesh,15498728,
14-04-2021,Andhra Pradesh,15534460,
15-04-2021,Andhra Pradesh,15570201,
16-04-2021,Andhra Pradesh,15606163,
17-04-2021,Andhra Pradesh,15642070,
18-04-2021,Andhra Pradesh,15677992,
19-04-2021,Andhra Pradesh,15715757,
20-04-2021,Andhra Pradesh,15753679,
21-04-2021,Andhra Pradesh,15793298,
22-04-2021,Andhra Pradesh,15835169,
23-04-2021,Andhra Pradesh,15880750,
24-04-2021,Andhra Pradesh,15931722,
25-04-2021,Andhra Pradesh,15994607,
26-04-2021,Andhra Pradesh,16068648,
27-04-2021,Andhra Pradesh,16143083,
28-04-2021,Andhra Pradesh,16217831,
29-04-2021,Andhra Pradesh,16303866,
30-04-2021,Andhra Pradesh,16390360,
01-05-2021,Andhra Pradesh,16488574,
02-05-2021,Andhra Pradesh,16602873,
03-05-2021,Andhra Pradesh,16718148,
04-05-2021,Andhra Pradesh,16833932,
05-05-2021,Andhra Pradesh,16950299,
06-05-2021,Andhra Pradesh,17060446,
07-05-2021,Andhra Pradesh,17160870,
08-05-2021,Andhra Pradesh,17262441,
09-05-2021,Andhra Pradesh,17367935,
10-05-2021,Andhra Pradesh,17428059,
11-05-2021,Andhra Pradesh,17514937,
12-05-2021,Andhra Pradesh,17605687,
13-05-2021,Andhra Pradesh,17702133,
14-05-2021,Andhra Pradesh,17791220,
15-05-2021,Andhra Pradesh,17880755,
16-05-2021,Andhra Pradesh,17975305,
17-05-2021,Andhra Pradesh,18049054,
18-05-2021,Andhra Pradesh,18140307,
19-05-2021,Andhra Pradesh,18241637,
20-05-2021,Andhra Pradesh,18342918,
21-05-2021,Andhra Pradesh,18435149,
22-05-2021,Andhra Pradesh,18525758,
23-05-2021,Andhra Pradesh,18617387,
24-05-2021,Andhra Pradesh,18676222,
25-05-2021,Andhra Pradesh,18749201,
26-05-2021,Andhra Pradesh,18840321,
27-05-2021,Andhra Pradesh,18924545,
28-05-2021,Andhra Pradesh,19009047,
29-05-2021,Andhra Pradesh,19088611,
30-05-2021,Andhra Pradesh,19172843,
31-05-2021,Andhra Pradesh,19256304,
01-06-2021,Andhra Pradesh,19350008,
02-06-2021,Andhra Pradesh,19448056,
03-06-2021,Andhra Pradesh,19534279,
04-06-2021,Andhra Pradesh,19619590,
05-06-2021,Andhra Pradesh,19708031,
06-06-2021,Andhra Pradesh,19791721,
07-06-2021,Andhra Pradesh,19856521,
08-06-2021,Andhra Pradesh,19946253,
09-06-2021,Andhra Pradesh,20039764,
10-06-2021,Andhra Pradesh,20137627,
11-06-2021,Andhra Pradesh,20239490,
12-06-2021,Andhra Pradesh,20348106,
13-06-2021,Andhra Pradesh,20450982,
14-06-2021,Andhra Pradesh,20538738,
15-06-2021,Andhra Pradesh,20634891,
16-06-2021,Andhra Pradesh,20736435,
17-06-2021,Andhra Pradesh,20839147,
18-06-2021,Andhra Pradesh,20946911,
19-06-2021,Andhra Pradesh,21050846,
20-06-2021,Andhra Pradesh,21150847,
21-06-2021,Andhra Pradesh,21205849,
22-06-2021,Andhra Pradesh,21280302,
23-06-2021,Andhra Pradesh,21361014,
24-06-2021,Andhra Pradesh,21449636,
25-06-2021,Andhra Pradesh,21541485,
26-06-2021,Andhra Pradesh,21637606,
27-06-2021,Andhra Pradesh,21732933,
28-06-2021,Andhra Pradesh,21804691,
29-06-2021,Andhra Pradesh,21895922,
30-06-2021,Andhra Pradesh,21993618,
01-07-2021,Andhra Pradesh,22084192,
02-07-2021,Andhra Pradesh,22177951,
03-07-2021,Andhra Pradesh,22268483,
04-07-2021,Andhra Pradesh,22363078,
05-07-2021,Andhra Pradesh,22435809,
06-07-2021,Andhra Pradesh,22524187,
09-04-2020,Arunachal Pradesh,206,1
14-04-2020,Arunachal Pradesh,280,1
17-04-2020,Arunachal Pradesh,363,1
18-04-2020,Arunachal Pradesh,389,1
20-04-2020,Arunachal Pradesh,439,1
21-04-2020,Arunachal Pradesh,454,1
22-04-2020,Arunachal Pradesh,496,2
24-04-2020,Arunachal Pradesh,526,2
26-04-2020,Arunachal Pradesh,568,2
27-04-2020,Arunachal Pradesh,584,2
28-04-2020,Arunachal Pradesh,610,2
29-04-2020,Arunachal Pradesh,662,2
30-04-2020,Arunachal Pradesh,694,2
01-05-2020,Arunachal Pradesh,724,2
03-05-2020,Arunachal Pradesh,810,2
04-05-2020,Arunachal Pradesh,869,2
05-05-2020,Arunachal Pradesh,970,2
06-05-2020,Arunachal Pradesh,1039,2
07-05-2020,Arunachal Pradesh,1144,2
08-05-2020,Arunachal Pradesh,1354,2
09-05-2020,Arunachal Pradesh,1597,2
10-05-2020,Arunachal Pradesh,1823,2
11-05-2020,Arunachal Pradesh,2078,2
12-05-2020,Arunachal Pradesh,2257,2
13-05-2020,Arunachal Pradesh,2483,2
14-05-2020,Arunachal Pradesh,2677,2
15-05-2020,Arunachal Pradesh,2942,2
16-05-2020,Arunachal Pradesh,3163,2
17-05-2020,Arunachal Pradesh,3349,2
18-05-2020,Arunachal Pradesh,3662,2
19-05-2020,Arunachal Pradesh,3941,2
20-05-2020,Arunachal Pradesh,4157,2
21-05-2020,Arunachal Pradesh,4438,2
22-05-2020,Arunachal Pradesh,4844,2
23-05-2020,Arunachal Pradesh,5206,2
24-05-2020,Arunachal Pradesh,5428,2
25-05-2020,Arunachal Pradesh,5997,2
26-05-2020,Arunachal Pradesh,6319,2
27-05-2020,Arunachal Pradesh,6436,2
28-05-2020,Arunachal Pradesh,6984,3
29-05-2020,Arunachal Pradesh,7488,3
30-05-2020,Arunachal Pradesh,8017,4
31-05-2020,Arunachal Pradesh,8283,4
01-06-2020,Arunachal Pradesh,8768,22
02-06-2020,Arunachal Pradesh,9079,28
03-06-2020,Arunachal Pradesh,9551,38
04-06-2020,Arunachal Pradesh,10025,43
05-06-2020,Arunachal Pradesh,10790,46
06-06-2020,Arunachal Pradesh,11261,49
07-06-2020,Arunachal Pradesh,11516,51
08-06-2020,Arunachal Pradesh,12012,57
09-06-2020,Arunachal Pradesh,12455,57
10-06-2020,Arunachal Pradesh,13035,61
11-06-2020,Arunachal Pradesh,13479,67
12-06-2020,Arunachal Pradesh,14047,87
13-06-2020,Arunachal Pradesh,14518,88
15-06-2020,Arunachal Pradesh,15453,95
16-06-2020,Arunachal Pradesh,16158,99
17-06-2020,Arunachal Pradesh,16630,103
18-06-2020,Arunachal Pradesh,16630,103
19-06-2020,Arunachal Pradesh,18008,135
20-06-2020,Arunachal Pradesh,18521,135
21-06-2020,Arunachal Pradesh,19154,139
22-06-2020,Arunachal Pradesh,19799,148
23-06-2020,Arunachal Pradesh,20398,158
24-06-2020,Arunachal Pradesh,20938,160
25-06-2020,Arunachal Pradesh,21274,172
26-06-2020,Arunachal Pradesh,21890,174
27-06-2020,Arunachal Pradesh,22623,177
28-06-2020,Arunachal Pradesh,23011,182
29-06-2020,Arunachal Pradesh,23709,187
30-06-2020,Arunachal Pradesh,24237,191
01-07-2020,Arunachal Pradesh,24856,195
02-07-2020,Arunachal Pradesh,25440,232
03-07-2020,Arunachal Pradesh,25917,252
04-07-2020,Arunachal Pradesh,26569,259
05-07-2020,Arunachal Pradesh,26808,269
06-07-2020,Arunachal Pradesh,27645,270
07-07-2020,Arunachal Pradesh,28072,276
08-07-2020,Arunachal Pradesh,28581,287
09-07-2020,Arunachal Pradesh,29232,302
10-07-2020,Arunachal Pradesh,29834,335
11-07-2020,Arunachal Pradesh,30922,341
12-07-2020,Arunachal Pradesh,31520,359
13-07-2020,Arunachal Pradesh,32691,387
14-07-2020,Arunachal Pradesh,33807,462
15-07-2020,Arunachal Pradesh,34619,491
16-07-2020,Arunachal Pradesh,35430,543
17-07-2020,Arunachal Pradesh,36426,609
18-07-2020,Arunachal Pradesh,38042,650
19-07-2020,Arunachal Pradesh,39288,740
20-07-2020,Arunachal Pradesh,40477,790
21-07-2020,Arunachal Pradesh,41772,858
22-07-2020,Arunachal Pradesh,44986,949
23-07-2020,Arunachal Pradesh,48880,991
24-07-2020,Arunachal Pradesh,53335,1056
25-07-2020,Arunachal Pradesh,57861,1126
26-07-2020,Arunachal Pradesh,59558,1158
27-07-2020,Arunachal Pradesh,63784,1239
28-07-2020,Arunachal Pradesh,68034,1330
29-07-2020,Arunachal Pradesh,72739,1410
30-07-2020,Arunachal Pradesh,77630,1484
31-07-2020,Arunachal Pradesh,81865,1591
01-08-2020,Arunachal Pradesh,86288,1673
02-08-2020,Arunachal Pradesh,89031,1698
03-08-2020,Arunachal Pradesh,91227,1758
04-08-2020,Arunachal Pradesh,93365,1790
05-08-2020,Arunachal Pradesh,95983,1855
06-08-2020,Arunachal Pradesh,98733,1948
07-08-2020,Arunachal Pradesh,101947,2049
08-08-2020,Arunachal Pradesh,104833,2117
09-08-2020,Arunachal Pradesh,106792,2155
10-08-2020,Arunachal Pradesh,109863,2231
11-08-2020,Arunachal Pradesh,112689,2327
12-08-2020,Arunachal Pradesh,115758,
13-08-2020,Arunachal Pradesh,118882,
14-08-2020,Arunachal Pradesh,121371,2607
15-08-2020,Arunachal Pradesh,122854,2658
16-08-2020,Arunachal Pradesh,124786,
17-08-2020,Arunachal Pradesh,127286,
18-08-2020,Arunachal Pradesh,130246,
19-08-2020,Arunachal Pradesh,133048,
20-08-2020,Arunachal Pradesh,136092,
21-08-2020,Arunachal Pradesh,138913,
22-08-2020,Arunachal Pradesh,141655,
23-08-2020,Arunachal Pradesh,143626,
24-08-2020,Arunachal Pradesh,146012,
25-08-2020,Arunachal Pradesh,149273,
26-08-2020,Arunachal Pradesh,152852,
27-08-2020,Arunachal Pradesh,155750,
28-08-2020,Arunachal Pradesh,158993,
29-08-2020,Arunachal Pradesh,161525,
30-08-2020,Arunachal Pradesh,164524,
31-08-2020,Arunachal Pradesh,167615,
01-09-2020,Arunachal Pradesh,170445,
02-09-2020,Arunachal Pradesh,173469,
03-09-2020,Arunachal Pradesh,177259,
04-09-2020,Arunachal Pradesh,180372,
05-09-2020,Arunachal Pradesh,183390,
06-09-2020,Arunachal Pradesh,185322,
07-09-2020,Arunachal Pradesh,188435,
08-09-2020,Arunachal Pradesh,191632,
09-09-2020,Arunachal Pradesh,194647,
10-09-2020,Arunachal Pradesh,197711,
11-09-2020,Arunachal Pradesh,201010,
12-09-2020,Arunachal Pradesh,203356,
13-09-2020,Arunachal Pradesh,205519,
14-09-2020,Arunachal Pradesh,208164,
15-09-2020,Arunachal Pradesh,210345,
16-09-2020,Arunachal Pradesh,214292,
17-09-2020,Arunachal Pradesh,216202,
18-09-2020,Arunachal Pradesh,218285,
19-09-2020,Arunachal Pradesh,220706,
20-09-2020,Arunachal Pradesh,222429,
21-09-2020,Arunachal Pradesh,225328,
22-09-2020,Arunachal Pradesh,228242,
23-09-2020,Arunachal Pradesh,231045,
24-09-2020,Arunachal Pradesh,233456,
25-09-2020,Arunachal Pradesh,235979,
26-09-2020,Arunachal Pradesh,238223,
27-09-2020,Arunachal Pradesh,239900,
28-09-2020,Arunachal Pradesh,242948,
29-09-2020,Arunachal Pradesh,245788,
30-09-2020,Arunachal Pradesh,248439,
01-10-2020,Arunachal Pradesh,250993,
02-10-2020,Arunachal Pradesh,253413,
03-10-2020,Arunachal Pradesh,255951,
04-10-2020,Arunachal Pradesh,257972,
05-10-2020,Arunachal Pradesh,261029,
06-10-2020,Arunachal Pradesh,263242,
07-10-2020,Arunachal Pradesh,265870,
08-10-2020,Arunachal Pradesh,268286,
